Quotazioni Fantacalcio Stagione 2023 24;;;;;;;;;;;;;;;;;;;;;
Id;R;RM;Nome;Squadra;Qt.A;Qt.I;Diff.;Qt.A M;Qt.I M;Diff.M;FVM;FVM M;offerta massima;fascia;indice squadra;titolarita;rigori;punizioni;angoli;note;Check su altro file 
2325;A;A;Karamoh;Torino;10;10;0;10;10;0;6;6;2;6;4;4;;;;coppa dafrica;KO
6459;A;A;Karlsson;Bologna;11;11;0;11;11;0;25;25;10;5;2;7;3;2;2;sorp;KO
2097;A;Pc;Kean;Juventus;10;11;-1;9;10;-1;20;17;8;5;4;5;;;;;KO
2762;A;A;Kouame';Fiorentina;8;9;-1;8;9;-1;8;9;3;6;5;5;;;;coppa dafrica;KO
6435;A;Pc;Krstovic;Lecce;13;11;2;13;11;2;66;55;26;5;1;7;2;;;;KO
5839;A;A;Kvaratskhelia;Napoli;30;31;-1;30;31;-1;261;265;104;1;2;9;2;;1;;KO
6204;A;A;Kvernadze;Frosinone;3;3;0;3;3;0;6;6;2;6;6;4;;;;;KO
1939;A;Pc;Lapadula;Cagliari;14;15;-1;14;15;-1;38;35;15;4;5;3;2;;;Caviglia (Luglio-Novembre);KO
6060;A;A;Lauriente';Sassuolo;21;21;0;21;21;0;105;110;42;3;2;9;;3;3;;KO
4730;A;A;Lookman;Atalanta;24;26;-2;24;26;-2;155;165;62;3;1;8;1;2;2;coppa dafrica;KO
6215;A;Pc;Lucca;Udinese;7;6;1;6;5;1;20;15;8;5;1;7;;;;antisco;KO
2531;A;Pc;Lukaku;Roma;30;31;-1;30;31;-1;312;303;125;1;2;8;2;;;;KO
5297;A;A;Luvumbo;Cagliari;9;8;1;9;8;1;9;9;4;5;3;3;;;;coppa dafrica;KO
6250;A;Pc;Maric;Monza;2;1;1;2;1;1;1;1;0;7;4;1;;;;;KO
2764;A;Pc;Martinez L.;Inter;40;37;3;40;37;3;436;436;174;1;1;9;1;;;;KO
2012;A;Pc;Milik;Juventus;18;18;0;17;17;0;92;82;37;4;3;5;2;;;;KO
5882;A;A;Mota;Monza;10;11;-1;10;11;-1;16;18;6;5;3;5;;;;;KO
6205;A;Pc;Mulattieri;Sassuolo;11;11;0;10;10;0;22;20;9;5;4;4;;;;sco;KO
507;A;Pc;Muriel;Atalanta;13;14;-1;12;13;-1;38;29;15;4;4;5;3;;;sorpresa;KO
6145;A;A;Ngonge;Verona;14;12;2;14;12;2;50;52;20;4;1;8;3;;;++;KO
5336;A;Pc;Nzola;Fiorentina;22;23;-1;22;23;-1;81;80;32;4;2;9;2;;;+;KO
6227;A;Pc;Okafor;Milan;16;16;0;15;15;0;52;48;21;4;3;5;;;;;KO
4661;A;Pc;Osimhen;Napoli;44;43;1;44;43;1;442;438;177;1;1;8;1;;;coppa dafrica;KO
247;A;Pc;Pavoletti;Cagliari;4;4;0;3;3;0;6;4;2;6;4;4;;;;"antisco; Affaticamento, rientro 4°";KO
2489;A;A;Pedro;Lazio;11;12;-1;11;12;-1;18;18;7;5;4;4;;;;;KO
2103;A;Pc;Pellegri;Torino;8;8;0;7;7;0;10;7;4;5;3;4;;;;;KO
383;A;Pc;Petagna;Cagliari;12;13;-1;12;13;-1;32;27;13;5;1;8;1;;;;KO
4359;A;Pc;Piccoli;Lecce;7;7;0;6;6;0;8;7;3;6;4;3;;;;;KO
2038;A;Pc;Pinamonti;Sassuolo;13;13;0;12;12;0;57;55;23;4;3;7;2;;;antisco;KO
281;A;Pc;Puscas;Genoa;1;2;-1;1;1;0;2;1;1;6;3;2;;;;;KO
4510;A;A;Rafael Leao;Milan;32;31;1;32;31;1;282;282;113;1;1;9;;;;++;KO
4371;A;A;Raspadori;Napoli;9;10;-1;9;10;-1;35;37;14;5;3;5;;;;;KO
6228;A;Pc;Retegui;Genoa;23;23;0;23;23;0;128;128;51;3;1;9;1;;;++;KO
479;A;Pc;Sanabria;Torino;23;24;-1;23;24;-1;71;60;28;4;2;4;;;;distrazione muscolare (rinetro 4°);KO
2475;A;A;Sanchez;Inter;14;15;-1;14;15;-1;44;44;18;4;4;4;;;;sco;KO
2137;A;Pc;Scamacca;Atalanta;27;25;2;27;25;2;220;195;88;2;2;5;;;;+;KO
5806;A;A;Seck;Torino;3;3;0;3;3;0;3;3;1;6;5;3;;;;coppa dafrica;KO
5311;A;Pc;Shomurodov;Cagliari;12;13;-1;12;13;-1;22;20;9;4;2;3;;;;;KO
6395;A;Pc;Shpendi S.;Empoli;2;1;1;2;1;1;1;1;0;7;4;3;;;;sco;KO
2061;A;Pc;Simeone;Napoli;12;13;-1;11;12;-1;30;23;12;5;4;4;;;;;KO
5734;A;"W;A";Soule';Frosinone;4;4;0;5;5;0;14;14;6;5;3;7;;;;;KO
6427;A;Pc;Stewart;Salernitana;1;1;0;1;1;0;1;1;0;7;6;2;;;;;KO
5676;A;A;Success;Udinese;7;7;0;7;7;0;9;9;4;5;4;4;;;;;KO
2369;A;A;Thauvin;Udinese;11;11;0;11;11;0;16;18;6;5;3;4;2;3;3;;KO
4871;A;Pc;Thuram;Inter;25;23;2;25;23;2;180;185;72;3;2;6;;;;;KO
6229;A;Pc;Toure' E.;Atalanta;15;16;-1;14;15;-1;45;45;18;4;3;3;;;;Infortunato (Agosto - Dicembre);KO
5843;A;A;Valencia D.;Salernitana;1;1;0;1;1;0;1;1;0;7;5;2;;;;;KO
5446;A;Pc;Van Hooijdonk;Bologna;2;3;-1;2;3;-1;5;5;2;6;4;1;;;;;KO
6160;A;Pc;Vivaldo;Udinese;1;1;0;1;1;0;1;1;0;7;8;2;;;;;KO
2841;A;Pc;Vlahovic;Juventus;28;28;0;28;28;0;342;342;137;1;1;9;1;;1;;KO
6247;A;Pc;Yalcin;Genoa;1;1;0;1;1;0;1;1;0;7;4;1;;;;;KO
6434;A;A;Yildiz;Juventus;1;1;0;1;1;0;1;1;0;7;5;1;;;;;KO
608;A;Pc;Zapata D.;Torino;19;19;0;19;19;0;180;170;72;2;1;8;2;;;+;KO
5086;A;Pc;Zirkzee;Bologna;13;11;2;12;10;2;71;65;28;5;1;7;;;;sorpresa;KO
